Switched-In;Switched-Out;CPU;PID;TID;Comm;Runtime;Time Out-In;Time Out-Out;Time In-In;Time In-Out
4672.685663744;4672.685745432;12;48165;48169;Chrome_ChildIOT;81688;1926397;2008085;1989232;2070920
4672.685783185;4672.685866978;6;48165;48171;Compositor;83793;447992;531785;539262;623055
4672.686344698;4672.686361076;13;49269;49269;kworker/u64:2;16378;3178319;3194697;3190764;3207142
4672.686614198;4672.686633983;13;49269;49269;kworker/u64:2;19785;253122;272907;269500;289285
4672.689291045;4672.689389112;11;48165;48165;chromium;98067;4029235;4127302;4211260;4309327
4672.689497738;4672.689527818;21;308;308;kworker/u65:0;30080;3905576;3935656;3950780;3980860
4672.689527818;4672.689558598;21;389;389;kworker/21:1H;30780;66690240;66721020;66720114;66750894
4672.689500133;4672.689684186;0;2376;2376;gnome-shell;184053;6362782;6546835;7434394;7618447
4672.694332226;4672.694350213;7;14120;14120;kworker/7:1;17987;1983907355;1983925342;1983928726;1983946713
4672.694332238;4672.694362019;18;49747;49747;kworker/18:2;29781;1983845698;1983875479;1983870581;1983900362
4672.716797015;4672.716965869;16;4140;4232;VizCompositorTh;168854;31128880;31297734;31301595;31470449
4672.716983171;4672.717072204;12;48165;48169;Chrome_ChildIOT;89033;31237739;31326772;31319427;31408460
4672.717106711;4672.717260070;6;48165;48171;Compositor;153359;31239733;31393092;31323526;31476885
4672.718714008;4672.718750231;13;7180;7180;kitty;36223;50100006;50136229;50150555;50186778
4672.719211525;4672.719332216;10;4144;4150;Chrome_ChildIOT;120691;55076589;55197280;55229588;55350279
4672.719379512;4672.719480401;16;3902;3957;Chrome_IOThread;100889;45977797;46078686;46136895;46237784
4672.719509397;4672.719712944;4;3902;3902;chromium;203547;45842457;46046004;46084721;46288268
4672.719653235;4672.719758217;10;4144;4150;Chrome_ChildIOT;104982;321019;426001;441710;546692
4672.720902979;4672.721018690;6;48165;48171;Compositor;115711;3642909;3758620;3796268;3911979
4672.721040960;4672.721127311;14;4140;4230;Chrome_ChildIOT;86351;35608590;35694941;35675999;35762350
4672.721179748;4672.721312185;16;4140;4232;VizCompositorTh;132437;4213879;4346316;4382733;4515170
4672.722335677;4672.722351816;13;49269;49269;kworker/u64:2;16139;35701694;35717833;35721479;35737618
4672.722810931;4672.722836871;13;49269;49269;kworker/u64:2;25940;459115;485055;475254;501194
4672.722836871;4672.722866286;13;36012;36012;kworker/13:0;29415;599947945;599977360;599976351;600005766
4672.726302953;4672.726324921;17;36031;36031;kworker/17:2;21968;1567855831;1567877799;1567886822;1567908790
4672.726469854;4672.726523969;6;48165;48171;Compositor;54115;5451164;5505279;5566875;5620990
4672.711410872;4672.726738048;11;48165;48165;chromium;15327176;22021760;37348936;22119827;37447003
4672.739477966;4672.739576000;11;48165;48165;chromium;98034;12739918;12837952;28067094;28165128
4672.746764208;4672.746969875;11;48165;48165;chromium;205667;7188208;7393875;7286242;7491909
4672.746959021;4672.747373608;10;4144;4150;Chrome_ChildIOT;414587;27200804;27615391;27305786;27720373
4672.747353017;4672.747436784;12;48165;48169;Chrome_ChildIOT;83767;30280813;30364580;30369846;30453613
4672.747487602;4672.747748017;11;48165;48165;chromium;260415;517727;778142;723394;983809
4672.747901727;4672.747985522;12;48165;48169;Chrome_ChildIOT;83795;464943;548738;548710;632505
4672.747975195;4672.748056420;11;48165;48165;chromium;81225;227178;308403;487593;568818
4672.748083083;4672.748185479;16;3902;3957;Chrome_IOThread;102396;28602682;28705078;28703571;28805967
4672.747741127;4672.748308262;10;4144;4150;Chrome_ChildIOT;567135;367519;934654;782106;1349241
4672.748313633;4672.748398590;12;48165;48169;Chrome_ChildIOT;84957;328111;413068;411906;496863
4672.748212805;4672.748409369;4;3902;3902;chromium;196564;28499861;28696425;28703408;28899972
4672.748434818;4672.748634922;11;48165;48165;chromium;200104;378398;578502;459623;659727
4672.748627658;4672.748985123;10;4144;4150;Chrome_ChildIOT;357465;319396;676861;886531;1243996
4672.748961753;4672.749045557;12;48165;48169;Chrome_ChildIOT;83804;563163;646967;648120;731924
4672.749099646;4672.749285018;11;48165;48165;chromium;185372;464724;650096;664828;850200
4672.749278408;4672.749632979;10;4144;4150;Chrome_ChildIOT;354571;293285;647856;650750;1005321
4672.749611190;4672.749692097;12;48165;48169;Chrome_ChildIOT;80907;565633;646540;649437;730344
4672.749876774;4672.749947458;6;48165;48171;Compositor;70684;23352805;23423489;23406920;23477604
4672.749741975;4672.749969281;11;48165;48165;chromium;227306;456957;684263;642329;869635
4672.750120169;4672.750227044;12;48165;48169;Chrome_ChildIOT;106875;428072;534947;508979;615854
4672.749961353;4672.750325979;10;4144;4150;Chrome_ChildIOT;364626;328374;693000;682945;1047571
4672.750291277;4672.750398050;16;3902;3957;Chrome_IOThread;106773;2105798;2212571;2208194;2314967
4672.750416035;4672.750579819;8;4140;4232;VizCompositorTh;163784;29103850;29267634;29236287;29400071
4672.750437306;4672.750625788;4;3902;3902;chromium;188482;2027937;2216419;2224501;2412983
4672.750595418;4672.750677992;12;48165;48169;Chrome_ChildIOT;82574;368374;450948;475249;557823
4672.750734349;4672.750893941;6;48165;48171;Compositor;159592;786891;946483;857575;1017167
4672.751048284;4672.751114614;3;2876;2882;gmain;66330;3999898147;3999964477;3999933627;3999999957
4672.751644336;4672.751702959;1;2744;2835;gmain;58623;3999855323;3999913946;3999885070;3999943693
4672.752382259;4672.752478634;6;48165;48171;Compositor;96375;1488318;1584693;1647910;1744285
4672.752524770;4672.752622016;16;3902;3957;Chrome_IOThread;97246;2126720;2223966;2233493;2330739
4672.752653024;4672.752801130;4;3902;3902;chromium;148106;2027236;2175342;2215718;2363824
4672.750191246;4672.753606147;11;48165;48165;chromium;3414901;221965;3636866;449271;3864172
4672.753649154;4672.753985128;6;48165;48171;Compositor;335974;1170520;1506494;1266895;1602869
4672.754105638;4672.754173487;6;48165;48171;Compositor;67849;120510;188359;456484;524333
4672.754003609;4672.754242784;12;48165;48167;ThreadPoolForeg;239175;70076113;70315288;70155144;70394319
4672.754340274;4672.754354242;23;16;16;rcu_preempt;13968;76017104;76031072;76031696;76045664
4672.754381761;4672.754676885;12;48165;48167;ThreadPoolForeg;295124;138977;434101;378152;673276
4672.754698398;4672.754790375;6;48165;48171;Compositor;91977;524911;616888;592760;684737
4672.756406840;4672.756476538;12;48165;48167;ThreadPoolForeg;69698;1729955;1799653;2025079;2094777
4672.753837909;4672.756965305;11;48165;48165;chromium;3127396;231762;3359158;3646663;6774059
4672.756486402;4672.757041000;6;48165;48171;Compositor;554598;1696027;2250625;1788004;2342602
4672.757085612;4672.757214806;12;48165;48169;Chrome_ChildIOT;129194;6407620;6536814;6490194;6619388
4672.757212672;4672.757380046;14;4140;4230;Chrome_ChildIOT;167374;36085361;36252735;36171712;36339086
4672.757407951;4672.757509601;12;48165;48169;Chrome_ChildIOT;101650;193145;294795;322339;423989
4672.757541786;4672.757769284;6;48165;48171;Compositor;227498;500786;728284;1055384;1282882
4672.757746225;4672.757838927;14;4140;4230;Chrome_ChildIOT;92702;366179;458881;533553;626255
4672.757781772;4672.757864479;11;48165;48165;chromium;82707;816467;899174;3943863;4026570
4672.757365473;4672.757878296;8;4140;4140;chromium;512823;106334007;106846830;106514489;107027312
4672.758356590;4672.758440490;12;48165;48169;Chrome_ChildIOT;83900;846989;930889;948639;1032539
4672.758473459;4672.758560092;6;48165;48171;Compositor;86633;704175;790808;931673;1018306
4672.757905095;4672.758658473;16;4140;4232;VizCompositorTh;753378;7325276;8078654;7489060;8242438
4672.758677319;4672.758754028;12;48165;48169;Chrome_ChildIOT;76709;236829;313538;320729;397438
4672.758786651;4672.758874504;6;48165;48171;Compositor;87853;226559;314412;313192;401045
4672.758656226;4672.759771089;8;4140;4140;chromium;1114863;777930;1892793;1290753;2405616
4672.759777530;4672.759873643;16;4140;4232;VizCompositorTh;96113;1119057;1215170;1872435;1968548
4672.759862666;4672.759876413;13;49269;49269;kworker/u64:2;13747;37025795;37039542;37051735;37065482
4672.759895458;4672.759938069;8;4140;4140;chromium;42611;124369;166980;1239232;1281843
4672.759703477;4672.760008703;9;3959;3959;Xwayland;305226;76481518;76786744;76546172;76851398
4672.760005576;4672.760029186;8;4140;4140;chromium;23610;67507;91117;110118;133728
4672.760032719;4672.760052658;9;3959;3959;Xwayland;19939;24016;43955;329242;349181
4672.760051367;4672.760071075;8;4140;4140;chromium;19708;22181;41889;45791;65499
4672.760073150;4672.760093325;9;3959;3959;Xwayland;20175;20492;40667;40431;60606
4672.760091810;4672.760186599;8;4140;4140;chromium;94789;20735;115524;40443;135232
4672.760047887;4672.760207499;0;2376;2376;gnome-shell;159612;70363701;70523313;70547754;70707366
4672.762157838;4672.762179333;20;49599;49599;kworker/20:1;21495;76654639;76676134;76669944;76691439
4672.762284151;4672.762300276;23;16;16;rcu_preempt;16125;7929909;7946034;7943877;7960002
4672.762413398;4672.762425604;13;49269;49269;kworker/u64:2;12206;2536985;2549191;2550732;2562938
4672.766867105;4672.766895688;20;49599;49599;kworker/20:1;28583;4687772;4716355;4709267;4737850
4672.766931475;4672.767125758;0;2376;2376;gnome-shell;194283;6723976;6918259;6883588;7077871
4672.767148763;4672.767201014;9;3959;3959;Xwayland;52251;7055438;7107689;7075613;7127864
4672.768866112;4672.768908491;13;7180;7180;kitty;42379;50115881;50158260;50152104;50194483
4672.770294726;4672.770332554;0;49603;49603;kworker/0:0;37828;139607111;139644939;139998218;140036046
4672.770364918;4672.770380754;4;49602;49602;kworker/4:2;15836;940006810;940022646;940025361;940041197
4672.770405631;4672.770421904;6;32598;32598;kworker/6:1;16273;268083884;268100157;268101454;268117727
4672.770407682;4672.770426758;12;50123;50123;kworker/12:2;19076;1068067856;1068086932;1068084754;1068103830
4672.770407695;4672.770426816;13;36012;36012;kworker/13:0;19121;47541409;47560530;47570824;47589945
4672.770407562;4672.770427154;11;50122;50122;kworker/11:1;19592;204159551;204179143;204170543;204190135
4672.770407577;4672.770427184;10;49604;49604;kworker/10:0;19607;196147749;196167356;196160280;196179887
4672.770413977;4672.770431333;16;272;272;kworker/16:1;17356;1256108657;1256126013;1256121249;1256138605
4672.770414510;4672.770431573;20;49599;49599;kworker/20:1;17063;3518822;3535885;3547405;3564468
4672.770414522;4672.770431833;21;49600;49600;kworker/21:0;17311;2996001520;2996018831;2996018146;2996035457
4672.770416924;4672.770435375;24;264;264;kworker/24:1;18451;812011441;812029892;812041262;812059713
4672.770417045;4672.770435501;25;265;265;kworker/25:1;18456;972021591;972040047;972053603;972072059
4672.782435453;4672.782447655;13;49269;49269;kworker/u64:2;12202;20009849;20022051;20022055;20034257
4672.782443572;4672.782455743;21;308;308;kworker/u65:0;12171;92915754;92927925;92945834;92958005
4672.781243335;4672.782483945;0;2376;2376;gnome-shell;1240610;14117577;15358187;14311860;15552470
4672.782509411;4672.782580783;9;3959;3959;Xwayland;71372;15308397;15379769;15360648;15432020
4672.784011339;4672.784203960;16;4140;4232;VizCompositorTh;192621;24137696;24330317;24233809;24426430
4672.784209918;4672.784287499;12;48165;48169;Chrome_ChildIOT;77581;25455890;25533471;25532599;25610180
4672.784318225;4672.784414353;8;4140;4140;chromium;96128;24131626;24227754;24226415;24322543
4672.784418575;4672.784475155;9;3959;3959;Xwayland;56580;1837792;1894372;1909164;1965744
4672.784329938;4672.784488824;6;48165;48171;Compositor;158886;25455434;25614320;25543287;25702173
4672.784463699;4672.784501024;8;4140;4140;chromium;37325;49346;86671;145474;182799
4672.784502663;4672.784523285;9;3959;3959;Xwayland;20622;27508;48130;84088;104710
4672.784522075;4672.784544017;8;4140;4140;chromium;21942;21051;42993;58376;80318
4672.784546382;4672.784565077;9;3959;3959;Xwayland;18695;23097;41792;43719;62414
4672.784494615;4672.784566087;14;4140;4230;Chrome_ChildIOT;71472;26655688;26727160;26748390;26819862
4672.784562218;4672.784580609;8;4140;4140;chromium;18391;18201;36592;40143;58534
4672.784582805;4672.784601998;9;3959;3959;Xwayland;19193;17728;36921;36423;55616
4672.784679925;4672.784697653;20;49599;49599;kworker/20:1;17728;14248352;14266080;14265415;14283143
4672.784617852;4672.784749445;16;4140;4232;VizCompositorTh;131593;413892;545485;606513;738106
4672.784734679;4672.784780807;21;308;308;kworker/u65:0;46128;2278936;2325064;2291107;2337235
4672.784599043;4672.784827849;8;4140;4140;chromium;228806;18434;247240;36825;265631
4672.784845700;4672.784918339;16;4140;4232;VizCompositorTh;72639;96255;168894;227848;300487
4672.789508368;4672.789540954;21;308;308;kworker/u65:0;32586;4727561;4760147;4773689;4806275
4672.789540954;4672.789570999;21;389;389;kworker/21:1H;30045;99982356;100012401;100013136;100043181
4672.789511357;4672.789696601;0;2376;2376;gnome-shell;185244;7027412;7212656;8268022;8453266
4672.798351807;4672.798372562;13;49269;49269;kworker/u64:2;20755;15904152;15924907;15916354;15937109
4672.798886543;4672.798906755;13;49269;49269;kworker/u64:2;20212;513981;534193;534736;554948
4672.801783969;4672.801902081;11;48165;48165;chromium;118112;43919490;44037602;44002197;44120309
4672.806347210;4672.806363453;13;49269;49269;kworker/u64:2;16243;7440455;7456698;7460667;7476910
4672.806301234;4672.806565936;11;48165;48165;chromium;264702;4399153;4663855;4517265;4781967
4672.806854989;4672.806874553;13;49269;49269;kworker/u64:2;19564;491536;511100;507779;527343
4672.816600592;4672.816779485;6;48165;48171;Compositor;178893;32111768;32290661;32270654;32449547
4672.816762887;4672.816845487;12;48165;48167;ThreadPoolForeg;82600;60286349;60368949;60356047;60438647
4672.816821961;4672.816856767;6;48165;48171;Compositor;34806;42476;77282;221369;256175
4672.816804618;4672.816884186;14;4140;4230;Chrome_ChildIOT;79568;32238531;32318099;32310003;32389571
4672.816937557;4672.817163069;16;4140;4232;VizCompositorTh;225512;32019218;32244730;32091857;32317369
4672.817165329;4672.817247089;12;48165;48169;Chrome_ChildIOT;81760;32877830;32959590;32955411;33037171
4672.817282478;4672.817450560;6;48165;48171;Compositor;168082;425711;593793;460517;628599
4672.817412659;4672.817495446;11;48165;48165;chromium;82787;10846723;10929510;11111425;11194212
4672.817466387;4672.817544698;14;4140;4230;Chrome_ChildIOT;78311;582201;660512;661769;740080
4672.817616537;4672.817749888;16;4140;4232;VizCompositorTh;133351;453468;586819;678980;812331
4672.819016286;4672.819054284;13;7180;7180;kitty;37998;50107795;50145793;50150174;50188172
4672.822352427;4672.822373140;13;49269;49269;kworker/u64:2;20713;15477874;15498587;15497438;15518151
4672.822799715;4672.822820218;13;49269;49269;kworker/u64:2;20503;426575;447078;447288;467791
4672.822820218;4672.822847510;13;36012;36012;kworker/13:0;27292;52393402;52420694;52412523;52439815
4672.837927177;4672.838018112;21;947;947;NetworkManager;90935;200293023;200383958;200621213;200712148
4672.847512706;4672.847712702;11;48165;48165;chromium;199996;30017260;30217256;30100047;30300043
4672.848483781;4672.848689287;10;4144;4150;Chrome_ChildIOT;205506;98157802;98363308;98522428;98727934
4672.848733266;4672.848884697;16;3902;3957;Chrome_IOThread;151431;96111250;96262681;96208496;96359927
4672.848916249;4672.849393122;4;3902;3902;chromium;476873;96115119;96591992;96263225;96740098
4672.850882201;4672.850973288;16;4140;4232;VizCompositorTh;91087;33132313;33223400;33265664;33356751
4672.851883890;4672.852060706;11;48165;48165;chromium;176816;4171188;4348004;4371184;4548000
4672.854301142;4672.854325878;12;50123;50123;kworker/12:2;24736;83874384;83899120;83893460;83918196
4672.854312930;4672.854327263;21;49600;49600;kworker/21:0;14333;83881097;83895430;83898408;83912741
4672.854318487;4672.854336358;0;49603;49603;kworker/0:0;17871;83985933;84003804;84023761;84041632
4672.854309391;4672.854398650;13;49269;49269;kworker/u64:2;89259;31489173;31578432;31509676;31598935
4672.854398650;4672.854434863;13;414;414;kworker/13:1H;36213;1008669396;1008705609;1008694741;1008730954
4672.862436552;4672.862496541;13;49269;49269;kworker/u64:2;59989;8037902;8097891;8127161;8187150
4672.862496541;4672.862533196;13;414;414;kworker/13:1H;36655;8061678;8098333;8097891;8134546
4672.862557805;4672.862646937;13;49269;49269;kworker/u64:2;89132;61264;150396;121253;210385
4672.862646937;4672.862679794;13;414;414;kworker/13:1H;32857;113741;146598;150396;183253
4672.862733336;4672.862966460;13;49269;49269;kworker/u64:2;233124;86399;319523;175531;408655
4672.862993396;4672.863009481;13;49269;49269;kworker/u64:2;16085;26936;43021;260060;276145
4672.869159828;4672.869207964;13;7180;7180;kitty;48136;50105544;50153680;50143542;50191678
4672.889320154;4672.889449938;11;48165;48165;chromium;129784;37259448;37389232;37436264;37566048
4672.893223003;4672.893404061;11;48165;48165;chromium;181058;3773065;3954123;3902849;4083907
4672.893405994;4672.893512232;6;48165;48171;Compositor;106238;75955434;76061672;76123516;76229754
4672.893535632;4672.893616545;14;4140;4230;Chrome_ChildIOT;80913;75990934;76071847;76069245;76150158
4672.893672926;4672.893875645;16;4140;4232;VizCompositorTh;202719;42699638;42902357;42790725;42993444
4672.893847447;4672.893934272;12;48165;48169;Chrome_ChildIOT;86825;76600358;76687183;76682118;76768943
4672.893980181;4672.894143086;6;48165;48171;Compositor;162905;467949;630854;574187;737092
4672.894166892;4672.895773508;11;48165;48165;chromium;1606616;762831;2369447;943889;2550505
