Switched-In;Switched-Out;CPU;PID;TID;Comm;Runtime;Time Out-In;Time Out-Out;Time In-In;Time In-Out
4672.476443578;4672.476668115;4;3902;3902;chromium;224537;7548666;7773203;7763419;7987956
4672.480600016;4672.480783099;6;48165;48171;Compositor;183083;32575797;32758880;32749651;32932734
4672.480770905;4672.480854371;10;48165;48167;ThreadPoolForeg;83466;62648070;62731536;62907162;62990628
4672.480802594;4672.480882320;14;4140;4230;Chrome_ChildIOT;79726;32693052;32772778;32772945;32852671
4672.480844446;4672.480892828;6;48165;48171;Compositor;48382;61347;109729;244430;292812
4672.480932630;4672.481159818;16;4140;4232;VizCompositorTh;227188;29608075;29835263;29700074;29927262
4672.481161637;4672.481241999;12;48165;48169;Chrome_ChildIOT;80362;4949263;5029625;5037619;5117981
4672.481277422;4672.481444156;6;48165;48171;Compositor;166734;384594;551328;432976;599710
4672.481407823;4672.481490797;11;48165;48165;chromium;82974;5293885;5376859;5433411;5516385
4672.481468538;4672.481547016;14;4140;4230;Chrome_ChildIOT;78478;586218;664696;665944;744422
4672.481613165;4672.481744609;16;4140;4232;VizCompositorTh;131444;453347;584791;680535;811979
4672.490364339;4672.490384883;10;48263;48263;kworker/u64:9;20544;23637245;23657789;23657059;23677603
4672.490894522;4672.490917563;10;48263;48263;kworker/u64:9;23041;509639;532680;530183;553224
4672.490917563;4672.490944490;10;49604;49604;kworker/10:0;26927;27481711;27508638;27498987;27525914
4672.502304177;4672.502321747;6;32598;32598;kworker/6:1;17570;815962828;815980398;815975627;815993197
4672.502330124;4672.502342629;2;243;243;kcompactd0;12505;511988791;512001296;512000534;512013039
4672.514890542;4672.515003477;16;4140;4232;VizCompositorTh;112935;33145933;33258868;33277377;33390312
4672.515980771;4672.516081952;11;48165;48165;chromium;101181;34489974;34591155;34572948;34674129
4672.518175430;4672.518231212;13;7180;7180;kitty;55782;50108556;50164338;50151886;50207668
4672.530401683;4672.530419828;23;16;16;rcu_preempt;18145;72051226;72069371;72066392;72084537
4672.538332875;4672.538352204;23;16;16;rcu_preempt;19329;7913047;7932376;7931192;7950521
4672.547520161;4672.547735684;11;48165;48165;chromium;215523;31438209;31653732;31539390;31754913
4672.542812894;4672.551107818;4;3902;3902;chromium;8294924;66144779;74439703;66369316;74664240
4672.566169437;4672.566237019;11;48165;48165;chromium;67582;18433753;18501335;18649276;18716858
4672.566237019;4672.566248011;11;50122;50122;kworker/11:1;10992;95918758;95929750;95935993;95946985
4672.566248011;4672.566322011;11;48165;48165;chromium;74000;10992;84992;78574;152574
4672.568326917;4672.568370551;13;7180;7180;kitty;43634;50095705;50139339;50151487;50195121
4672.572306495;4672.572594732;10;4144;4150;Chrome_ChildIOT;288237;103320672;103608909;103432997;103721234
4672.572603240;4672.572692575;12;48165;48169;Chrome_ChildIOT;89335;91361241;91450576;91441603;91530938
4672.572901578;4672.572968034;10;4144;4150;Chrome_ChildIOT;66456;306846;373302;595083;661539
4672.574247297;4672.574259828;10;49604;49604;kworker/10:0;12531;83302807;83315338;83329734;83342265
4672.574318769;4672.574333084;23;16;16;rcu_preempt;14315;35966565;35980880;35985894;36000209
4672.576031029;4672.576198590;10;4144;4150;Chrome_ChildIOT;167561;3062995;3230556;3129451;3297012
4672.572726078;4672.580799526;11;48165;48165;chromium;8073448;6404067;14477515;6478067;14551515
4672.580797240;4672.580818269;6;48165;48171;Compositor;21029;99353084;99374113;99519818;99540847
4672.580865255;4672.580880733;14;4140;4230;Chrome_ChildIOT;15478;99318239;99333717;99396717;99412195
4672.580942198;4672.581009450;16;4140;4232;VizCompositorTh;67252;65938721;66005973;66051656;66118908
4672.581016797;4672.581034212;12;48165;48169;Chrome_ChildIOT;17415;8324222;8341637;8413557;8430972
4672.581074470;4672.581112485;6;48165;48171;Compositor;38015;256201;294216;277230;315245
4672.581664076;4672.581682731;6;48165;48171;Compositor;18655;551591;570246;589606;608261
4672.581739280;4672.581763411;16;3902;3957;Chrome_IOThread;24131;105317346;105341477;105467287;105491418
4672.581798055;4672.581827515;4;3902;3902;chromium;29460;30690237;30719697;38985161;39014621
4672.581166314;4672.581958046;11;48165;48165;chromium;791732;366788;1158520;8440236;9231968
4672.581994749;4672.582088279;6;48165;48171;Compositor;93530;312018;405548;330673;424203
4672.582098895;4672.582103630;6;48165;48171;Compositor;4735;10616;15351;104146;108881
4672.582088172;4672.582148032;11;48165;48165;chromium;59860;130126;189986;921858;981718
4672.582088175;4672.582150261;10;48165;48167;ThreadPoolForeg;62086;101233804;101295890;101317270;101379356
4672.582144171;4672.582200892;6;48165;48171;Compositor;56721;40541;97262;45276;101997
4672.582238347;4672.582283461;12;48165;48169;Chrome_ChildIOT;45114;1204135;1249249;1221550;1266664
4672.582288747;4672.582293018;23;16;16;rcu_preempt;4271;7955663;7959934;7969978;7974249
4672.582316966;4672.582356785;14;4140;4230;Chrome_ChildIOT;39819;1436233;1476052;1451711;1491530
4672.582428974;4672.582447307;12;48165;48169;Chrome_ChildIOT;18333;145513;163846;190627;208960
4672.582482102;4672.582528105;6;48165;48171;Compositor;46003;281210;327213;337931;383934
4672.582391556;4672.582571483;8;4140;4140;chromium;179927;131206451;131386378;131300297;131480224
4672.582554129;4672.582572400;14;4140;4230;Chrome_ChildIOT;18271;197344;215615;237163;255434
4672.582584790;4672.582623667;11;48165;48165;chromium;38877;436758;475635;496618;535495
4672.582784355;4672.582800551;12;48165;48169;Chrome_ChildIOT;16196;337048;353244;355381;371577
4672.582834541;4672.582852100;6;48165;48171;Compositor;17559;306436;323995;352439;369998
4672.582626591;4672.582865968;16;4140;4232;VizCompositorTh;239377;1617141;1856518;1684393;1923770
4672.582894903;4672.582911375;12;48165;48169;Chrome_ChildIOT;16472;94352;110824;110548;127020
4672.582958641;4672.582976758;6;48165;48171;Compositor;18117;106541;124658;124100;142217
4672.582894743;4672.583455098;8;4140;4140;chromium;560355;323260;883615;503187;1063542
4672.583492430;4672.583502071;8;4140;4140;chromium;9641;37332;46973;597687;607328
4672.583440666;4672.583544577;9;3959;3959;Xwayland;103911;132346095;132450006;132365620;132469531
4672.583541847;4672.583558682;8;4140;4140;chromium;16835;39776;56611;49417;66252
4672.583560525;4672.583574002;9;3959;3959;Xwayland;13477;15948;29425;119859;133336
4672.583572944;4672.583586064;8;4140;4140;chromium;13120;14262;27382;31097;44217
4672.583587429;4672.583600978;9;3959;3959;Xwayland;13549;13427;26976;26904;40453
4672.583495803;4672.583609167;16;4140;4232;VizCompositorTh;113364;629835;743199;869212;982576
4672.583600161;4672.583666934;8;4140;4140;chromium;66773;14097;80870;27217;93990
4672.583676700;4672.583685588;10;48263;48263;kworker/u64:9;8888;92759137;92768025;92782178;92791066
4672.583575878;4672.583694874;0;2376;2376;gnome-shell;118996;127212568;127331564;127403677;127522673
4672.583654491;4672.583707564;12;48165;48169;Chrome_ChildIOT;53073;743116;796189;759588;812661
4672.583740179;4672.583848161;6;48165;48171;Compositor;107982;763421;871403;781538;889520
4672.583865095;4672.583913840;14;4140;4230;Chrome_ChildIOT;48745;1292695;1341440;1310966;1359711
4672.583963771;4672.584046807;16;4140;4232;VizCompositorTh;83036;354604;437640;467968;551004
4672.585984038;4672.586000206;20;49599;49599;kworker/20:1;16168;133617937;133634105;133638623;133654791
4672.586266087;4672.586277469;10;48263;48263;kworker/u64:9;11382;2580499;2591881;2589387;2600769
4672.590663497;4672.590679844;20;49599;49599;kworker/20:1;16347;4663291;4679638;4679459;4695806
4672.590722458;4672.590931613;0;2376;2376;gnome-shell;209155;7027584;7236739;7146580;7355735
4672.590958309;4672.591009426;9;3959;3959;Xwayland;51117;7357331;7408448;7370880;7421997
4672.591498981;4672.591695632;11;48165;48165;chromium;196651;8875314;9071965;8914191;9110842
4672.591685939;4672.591779681;6;48165;48171;Compositor;93742;7837778;7931520;7945760;8039502
4672.591818541;4672.593342492;11;48165;48165;chromium;1523951;122909;1646860;319560;1843511
4672.593334644;4672.593403772;6;48165;48171;Compositor;69128;1554963;1624091;1648705;1717833
4672.610630600;4672.610683592;22;753;753;irq/157-iwlwifi;52992;147275396;147328388;147313742;147366734
4672.610683592;4672.610691197;22;5410;5410;kworker/22:1;7605;160761238;160768843;160782533;160790138
4672.610691197;4672.610696014;22;753;753;irq/157-iwlwifi;4817;7605;12422;60597;65414
4672.610696014;4672.610725769;22;5410;5410;kworker/22:1;29755;4817;34572;12422;42177
4672.610771592;4672.610789873;10;48263;48263;kworker/u64:9;18281;24494123;24512404;24505505;24523786
4672.612892344;4672.613208336;10;4144;4150;Chrome_ChildIOT;315992;36693754;37009746;36861315;37177307
4672.613217684;4672.613310960;12;48165;48169;Chrome_ChildIOT;93276;29510120;29603396;29563193;29656469
4672.613518330;4672.613583483;10;4144;4150;Chrome_ChildIOT;65153;309994;375147;625986;691139
4672.613341689;4672.613987111;11;48165;48165;chromium;645422;19999197;20644619;21523148;22168570
4672.614349563;4672.614363011;23;16;16;rcu_preempt;13448;32056545;32069993;32060816;32074264
4672.616219261;4672.616231599;21;308;308;kworker/u65:0;12338;160015970;160028308;160048932;160061270
4672.615047285;4672.616266523;0;2376;2376;gnome-shell;1219238;24115672;25334910;24324827;25544065
4672.616263526;4672.616276399;13;49269;49269;kworker/u64:2;12873;153482760;153495633;153493692;153506565
4672.616294168;4672.616366799;9;3959;3959;Xwayland;72631;25284742;25357373;25335859;25408490
4672.616687918;4672.616812470;10;4144;4150;Chrome_ChildIOT;124552;3104435;3228987;3169588;3294140
4672.616983091;4672.617101043;6;48165;48171;Compositor;117952;23579319;23697271;23648447;23766399
4672.617121315;4672.617195740;10;48165;48167;ThreadPoolForeg;74425;34971054;35045479;35033140;35107565
4672.617222496;4672.617290265;6;48165;48171;Compositor;67769;121453;189222;239405;307174
4672.617183229;4672.617336237;16;4140;4232;VizCompositorTh;153008;33136422;33289430;33219458;33372466
4672.617346190;4672.617419758;12;48165;48169;Chrome_ChildIOT;73568;4035230;4108798;4128506;4202074
4672.617455679;4672.617605077;6;48165;48171;Compositor;149398;165414;314812;233183;382581
4672.617616666;4672.617686341;14;4140;4230;Chrome_ChildIOT;69675;33702826;33772501;33751571;33821246
4672.617738148;4672.617856064;16;4140;4232;VizCompositorTh;117916;401911;519827;554919;672835
4672.617800907;4672.617898630;8;4140;4140;chromium;97723;34133973;34231696;34200746;34298469
4672.617902812;4672.617959733;9;3959;3959;Xwayland;56921;1536013;1592934;1608644;1665565
4672.617948682;4672.617986495;8;4140;4140;chromium;37813;50052;87865;147775;185588
4672.617988105;4672.618009455;9;3959;3959;Xwayland;21350;28372;49722;85293;106643
4672.618007392;4672.618028730;8;4140;4140;chromium;21338;20897;42235;58710;80048
4672.618030442;4672.618049343;9;3959;3959;Xwayland;18901;20987;39888;42337;61238
4672.618046327;4672.618064765;8;4140;4140;chromium;18438;17597;36035;38935;57373
4672.618066823;4672.618086393;9;3959;3959;Xwayland;19570;17480;37050;36381;55951
4672.618083885;4672.618176057;8;4140;4140;chromium;92172;19120;111292;37558;129730
4672.618225547;4672.618232835;8;49611;49611;kworker/8:0;7288;879940102;879947390;879949568;879956856
4672.618219125;4672.618310124;16;4140;4232;VizCompositorTh;90999;363061;454060;480977;571976
4672.618413471;4672.618447710;13;7180;7180;kitty;34239;50042920;50077159;50086554;50120793
4672.618474028;4672.618489199;20;49599;49599;kworker/20:1;15171;27794184;27809355;27810531;27825702
4672.618522167;4672.618568530;21;308;308;kworker/u65:0;46363;2290568;2336931;2302906;2349269
4672.622308548;4672.622322800;23;16;16;rcu_preempt;14252;7945537;7959789;7958985;7973237
4672.622068227;4672.622344062;11;48165;48165;chromium;275835;8081116;8356951;8726538;9002373
4672.622344047;4672.622361162;13;49269;49269;kworker/u64:2;17115;6067648;6084763;6080521;6097636
4672.622750989;4672.622771641;13;49269;49269;kworker/u64:2;20652;389827;410479;406942;427594
4672.622777712;4672.622807704;21;308;308;kworker/u65:0;29992;4209182;4239174;4255545;4285537
4672.622807704;4672.622837578;21;389;389;kworker/21:1H;29874;166574689;166604563;166604413;166634287
4672.622779466;4672.622961086;0;2376;2376;gnome-shell;181620;6512943;6694563;7732181;7913801
4672.626298253;4672.626311263;23;16;16;rcu_preempt;13010;3975453;3988463;3989705;4002715
4672.629344888;4672.630322650;10;48165;48167;ThreadPoolForeg;977762;12149148;13126910;12223573;13201335
4672.630292388;4672.630333977;13;48263;48263;kworker/u64:9;41589;19502515;19544104;19520796;19562385
4672.630301124;4672.630348988;20;49269;49269;kworker/u64:2;47864;7529483;7577347;7550135;7597999
4672.630348988;4672.630361964;20;88;88;migration/20;12976;543868991;543881967;543883015;543895991
4672.630322650;4672.630365115;10;46;46;migration/10;42465;695287745;695330210;695299782;695342247
4672.630365466;4672.630382733;13;49269;49269;kworker/u64:2;17267;16478;33745;64342;81609
4672.630361964;4672.630398444;20;49599;49599;kworker/20:1;36480;11872765;11909245;11887936;11924416
4672.630373567;4672.630631781;12;948;948;wpa_supplicant;258214;1777910553;1778168767;1778015467;1778273681
4672.630296508;4672.630687615;0;49603;49603;kworker/0:0;391107;907986397;908377504;908012498;908403605
4672.630694603;4672.630753882;8;907;907;avahi-daemon;59279;-1;-1;-1;-1
4672.630693331;4672.630760349;6;3902;3951;ThreadPoolServi;67018;-1;-1;-1;-1
4672.630694955;4672.630792161;21;947;947;NetworkManager;97206;1282052456;1282149662;1282110295;1282207501
4672.630820878;4672.630841238;13;49269;49269;kworker/u64:2;20360;438145;458505;455412;475772
4672.630753937;4672.630867953;10;3902;3952;ThreadPoolForeg;114016;780739595;780853611;781056084;781170100
4672.630927776;4672.630986762;6;3902;3951;ThreadPoolServi;58986;167427;226413;234445;293431
4672.631320417;4672.631369710;22;753;753;irq/157-iwlwifi;49293;20624403;20673696;20629220;20678513
4672.631369710;4672.631375254;22;5410;5410;kworker/22:1;5544;20643941;20649485;20673696;20679240
4672.631375254;4672.631378954;22;753;753;irq/157-iwlwifi;3700;5544;9244;54837;58537
4672.631378954;4672.631396307;22;5410;5410;kworker/22:1;17353;3700;21053;9244;26597
4672.631478304;4672.631492767;22;5410;5410;kworker/22:1;14463;81997;96460;99350;113813
4672.631401833;4672.631673049;12;948;948;wpa_supplicant;271216;770052;1041268;1028266;1299482
4672.631615870;4672.631887943;0;909;909;dbus-daemon;272073;1778862796;1779134869;1779133885;1779405958
4672.631944131;4672.632202015;16;947;984;gdbus;257884;1778944886;1779202770;1778976892;1779234776
4672.632238431;4672.632335583;21;947;947;NetworkManager;97152;1446270;1543422;1543476;1640628
4672.630700558;4672.634286371;24;48165;48167;ThreadPoolForeg;3585813;377908;3963721;1355670;4941483
4672.634286371;4672.634324107;24;112;112;migration/24;37736;699259569;699297305;699273724;699311460
4672.634359010;4672.634372745;23;16;16;rcu_preempt;13735;8047747;8061482;8060757;8074492
4672.635643784;4672.635782913;14;948;948;wpa_supplicant;139129;3970735;4109864;4241951;4381080
4672.635802751;4672.636138223;0;909;909;dbus-daemon;335472;3914808;4250280;4186881;4522353
4672.636130640;4672.636431122;16;947;984;gdbus;300482;3928625;4229107;4186509;4486991
4672.636397714;4672.636699267;21;947;947;NetworkManager;301553;4062131;4363684;4159283;4460836
4672.636605390;4672.636751684;14;948;948;wpa_supplicant;146294;822477;968771;961606;1107900
4672.636699010;4672.636813515;16;947;984;gdbus;114505;267888;382393;568370;682875
4672.636998294;4672.637070864;6;48165;48171;Compositor;72570;19393217;19465787;19542615;19615185
4672.623405302;4672.637119596;11;48165;48165;chromium;13714294;1061240;14775534;1337075;15051369
4672.634417488;4672.637128693;12;48165;48167;ThreadPoolForeg;2711205;131117;2842322;3716930;6428135
4672.636736223;4672.637227207;0;909;909;dbus-daemon;490984;598000;1088984;933472;1424456
4672.637050387;4672.637317224;16;947;984;gdbus;266837;236872;503709;351377;618214
4672.637266990;4672.637450427;14;2668;2724;gdbus;183437;-1;-1;-1;-1
4672.637302947;4672.637496183;17;2376;2384;gdbus;193236;3378148204;3378341440;3378169171;3378362407
4672.637514420;4672.637541492;23;48165;48870;ThreadPoolForeg;27072;597335235;597362307;597349191;597376263
4672.637132776;4672.637541742;11;48165;48165;chromium;408966;13180;422146;13727474;14136440
4672.637387879;4672.637545531;8;48165;48168;ThreadPoolForeg;157652;597147643;597305295;597358553;597516205
4672.637473504;4672.637550302;0;48165;48869;ThreadPoolForeg;76798;597195375;597272173;597207208;597284006
4672.637513924;4672.637554903;18;48165;48871;ThreadPoolForeg;40979;597136364;597177343;597153953;597194932
4672.637523187;4672.637566396;24;48165;48872;ThreadPoolForeg;43209;597014810;597058019;597030118;597073327
4672.637410172;4672.637566409;4;48165;48868;ThreadPoolForeg;156237;597171848;597328085;597199053;597355290
4672.637549721;4672.637568438;23;48165;48870;ThreadPoolForeg;18717;8229;26946;35301;54018
4672.637511486;4672.637593601;6;2668;2668;gsd-sharing;82115;-1;-1;-1;-1
4672.637305964;4672.637634154;21;947;947;NetworkManager;328190;606697;934887;908250;1236440
4672.637554621;4672.637652694;16;947;984;gdbus;98073;237397;335470;504234;602307
4672.637535867;4672.637671165;20;2376;2376;gnome-shell;135298;14574781;14710079;14756401;14891699
4672.637579387;4672.637715186;18;48165;48871;ThreadPoolForeg;135799;24484;160283;65463;201262
4672.637574632;4672.637724276;8;48165;48168;ThreadPoolForeg;149644;29101;178745;186753;336397
4672.637700264;4672.637725342;13;48165;48878;ThreadPoolForeg;25078;1222416290;1222441368;1222451436;1222476514
4672.637720851;4672.637737997;18;48165;48871;ThreadPoolForeg;17146;5665;22811;141464;158610
4672.637617832;4672.637748005;11;48165;48165;chromium;130173;76090;206263;485056;615229
4672.637731681;4672.637764685;13;48165;48878;ThreadPoolForeg;33004;6339;39343;31417;64421
4672.637701214;4672.637781766;14;48165;48869;ThreadPoolForeg;80552;150912;231464;227710;308262
4672.637778953;4672.637788830;11;48165;48165;chromium;9877;30948;40825;161121;170998
4672.637785862;4672.637910261;4;48165;48868;ThreadPoolForeg;124399;219453;343852;375690;500089
4672.637891323;4672.637929104;8;48165;48168;ThreadPoolForeg;37781;167047;204828;316691;354472
4672.637592930;4672.637944404;17;48165;48877;ThreadPoolForeg;351474;597468634;597820108;597484613;597836087
4672.637901122;4672.637952860;24;48165;48872;ThreadPoolForeg;51738;334726;386464;377935;429673
4672.637944576;4672.637962953;11;48165;48165;chromium;18377;155746;174123;165623;184000
4672.638000252;4672.638046132;23;48165;48870;ThreadPoolForeg;45880;431814;477694;450531;496411
4672.637672535;4672.638067333;0;909;909;dbus-daemon;394798;445328;840126;936312;1331110
4672.637995264;4672.638195157;14;2668;2724;gdbus;199893;544837;744730;728274;928167
4672.638233912;4672.638272740;20;2376;2376;gnome-shell;38828;562747;601575;698045;736873
4672.638183456;4672.638296342;6;2668;2668;gsd-sharing;112886;589855;702741;671970;784856
4672.638025338;4672.638301931;2;2376;2384;gdbus;276593;529155;805748;722391;998984
4672.638337798;4672.638377935;8;48165;48168;ThreadPoolForeg;40137;408694;448831;446475;486612
4672.639638388;4672.639698973;6;48165;48171;Compositor;60585;2567524;2628109;2640094;2700679
4672.639746398;4672.639810260;16;3902;3957;Chrome_IOThread;63862;57982987;58046849;58007118;58070980
4672.639842422;4672.639939454;4;3902;3902;chromium;97032;58014907;58111939;58044367;58141399
4672.638280536;4672.640075749;20;2376;2376;gnome-shell;1795213;7796;1803009;46624;1841837
4672.638080774;4672.640369910;11;48165;48165;chromium;2289136;117821;2406957;136198;2425334
4672.640399914;4672.640580391;6;48165;48171;Compositor;180477;700941;881418;761526;942003
4672.640675944;4672.640711933;6;48165;48171;Compositor;35989;95553;131542;276030;312019
4672.640511565;4672.640725753;11;48165;48165;chromium;214188;141655;355843;2430791;2644979
4672.640607160;4672.640744157;8;48165;48168;ThreadPoolForeg;136997;2229225;2366222;2269362;2406359
4672.640822482;4672.640998026;6;48165;48171;Compositor;175544;110549;286093;146538;322082
4672.641029167;4672.641081139;10;48165;48169;Chrome_ChildIOT;51972;23609409;23661381;23682977;23734949
4672.641104216;4672.641195495;14;4140;4230;Chrome_ChildIOT;91279;23417875;23509154;23487550;23578829
4672.641235695;4672.641284285;10;48165;48169;Chrome_ChildIOT;48590;154556;203146;206528;255118
4672.641317581;4672.641423875;6;48165;48171;Compositor;106294;319555;425849;495099;601393
4672.641200757;4672.641464917;8;4140;4140;chromium;264160;23024700;23288860;23116872;23381032
4672.641434942;4672.641481194;14;4140;4230;Chrome_ChildIOT;46252;239447;285699;330726;376978
4672.641451758;4672.641495245;11;48165;48165;chromium;43487;726005;769492;940193;983680
4672.641789277;4672.641827819;10;48165;48169;Chrome_ChildIOT;38542;504992;543534;553582;592124
4672.641861479;4672.641904784;6;48165;48171;Compositor;43305;437604;480909;543898;587203
4672.641541721;4672.641945134;16;4140;4232;VizCompositorTh;403413;23231597;23635010;23322596;23726009
4672.641973496;4672.642011578;10;48165;48169;Chrome_ChildIOT;38082;145677;183759;184219;222301
4672.642048152;4672.642093217;6;48165;48171;Compositor;45065;143368;188433;186673;231738
4672.642275196;4672.642282445;23;16;16;rcu_preempt;7249;7902451;7909700;7916186;7923435
4672.641948005;4672.642363511;8;4140;4140;chromium;415506;483088;898594;747248;1162754
4672.642434924;4672.642457113;8;4140;4140;chromium;22189;71413;93602;486919;509108
4672.642329542;4672.642493121;9;3959;3959;Xwayland;163579;24243149;24406728;24262719;24426298
4672.642491508;4672.642503176;8;4140;4140;chromium;11668;34395;46063;56584;68252
4672.642504660;4672.642514504;9;3959;3959;Xwayland;9844;11539;21383;175118;184962
4672.642513806;4672.642524292;8;4140;4140;chromium;10486;10630;21116;22298;32784
4672.642525239;4672.642535024;9;3959;3959;Xwayland;9785;10735;20520;20579;30364
4672.642534498;4672.642584157;8;4140;4140;chromium;49659;10206;59865;20692;70351
4672.642681432;4672.642736157;16;4140;4232;VizCompositorTh;54725;736298;791023;1139711;1194436
4672.642734914;4672.642742631;13;49269;49269;kworker/u64:2;7717;11893676;11901393;11914036;11921753
4672.642674336;4672.642786414;20;2376;2376;gnome-shell;112078;2598587;2710665;4393800;4505878
4672.645118434;4672.645128972;20;49599;49599;kworker/20:1;10538;14719990;14730528;14756470;14767008
4672.645229841;4672.645236431;13;49269;49269;kworker/u64:2;6590;2487210;2493800;2494927;2501517
4672.647496676;4672.647647235;11;48165;48165;chromium;150559;6001431;6151990;6044918;6195477
4672.649744095;4672.649755280;20;49599;49599;kworker/20:1;11185;4615123;4626308;4625661;4636846
4672.649790609;4672.649940901;0;2376;2376;gnome-shell;150292;7004195;7154487;7116273;7266565
4672.649969465;4672.650002014;9;3959;3959;Xwayland;32549;7434441;7466990;7444226;7476775
4672.650274659;4672.650282827;23;16;16;rcu_preempt;8168;7992214;8000382;7999463;8007631
4672.650685435;4672.650745864;8;4140;4140;chromium;60429;8101278;8161707;8150937;8211366
4672.650749375;4672.650782282;9;3959;3959;Xwayland;32907;747361;780268;779910;812817
4672.650776153;4672.650799999;8;4140;4140;chromium;23846;30289;54135;90718;114564
4672.650800904;4672.650811989;9;3959;3959;Xwayland;11085;18622;29707;51529;62614
4672.650811164;4672.650822224;8;4140;4140;chromium;11060;11165;22225;35011;46071
4672.650823137;4672.650833043;9;3959;3959;Xwayland;9906;11148;21054;22233;32139
4672.650831549;4672.650841188;8;4140;4140;chromium;9639;9325;18964;20385;30024
4672.650842146;4672.650852469;9;3959;3959;Xwayland;10323;9103;19426;19009;29332
4672.650853839;4672.650950883;16;4140;4232;VizCompositorTh;97044;8117682;8214726;8172407;8269451
4672.650979727;4672.651024341;10;48165;48169;Chrome_ChildIOT;44614;8968149;9012763;9006231;9050845
4672.650850984;4672.651031466;8;4140;4140;chromium;180482;9796;190278;19435;199917
4672.651072009;4672.651117944;16;4140;4232;VizCompositorTh;45935;121126;167061;218170;264105
4672.651058096;4672.651176030;6;48165;48171;Compositor;117934;8964879;9082813;9009944;9127878
4672.651148812;4672.651195913;11;48165;48165;chromium;47101;3501577;3548678;3652136;3699237
4672.651201250;4672.651242441;14;4140;4230;Chrome_ChildIOT;41191;9720056;9761247;9766308;9807499
4672.651306286;4672.651374596;16;4140;4232;VizCompositorTh;68310;188342;256652;234277;302587
4672.638303111;4672.652638647;12;48165;48167;ThreadPoolForeg;14335536;1174418;15509954;3885623;18221159
4672.658312437;4672.658326268;23;16;16;rcu_preempt;13831;8029610;8043441;8037778;8051609
4672.658357274;4672.658372419;13;49269;49269;kworker/u64:2;15145;13120843;13135988;13127433;13142578
4672.658873852;4672.658886909;13;49269;49269;kworker/u64:2;13057;501433;514490;516578;529635
4672.660316949;4672.660567073;10;4144;4150;Chrome_ChildIOT;250124;43504479;43754603;43629031;43879155
4672.660576696;4672.660655092;12;48165;48169;Chrome_ChildIOT;78396;9552355;9630751;9596969;9675365
4672.660812608;4672.660864300;10;4144;4150;Chrome_ChildIOT;51692;245535;297227;495659;547351
4672.660678177;4672.661377771;11;48165;48165;chromium;699594;9482264;10181858;9529365;10228959
4672.662333980;4672.662345949;23;16;16;rcu_preempt;11969;4007712;4019681;4021543;4033512
4672.663981937;4672.664134936;10;4144;4150;Chrome_ChildIOT;152999;3117637;3270636;3169329;3322328
4672.668563453;4672.668614002;13;7180;7180;kitty;50549;50115743;50166292;50149982;50200531
4672.670309155;4672.670323538;23;16;16;rcu_preempt;14383;7963206;7977589;7975175;7989558
4672.670309845;4672.670374859;13;50300;50302;perf;65014;1000479175;1000544189;1000542375;1000607389
4672.672938948;4672.673078165;11;48165;48165;chromium;139217;11561177;11700394;12260771;12399988
4672.673098008;4672.673186270;12;48165;48169;Chrome_ChildIOT;88262;12442916;12531178;12521312;12609574
4672.673242617;4672.673401715;16;3902;3957;Chrome_IOThread;159098;33432357;33591455;33496219;33655317
4672.673424676;4672.673666940;4;3902;3902;chromium;242264;33485222;33727486;33582254;33824518
4672.678308578;4672.678323170;23;16;16;rcu_preempt;14592;7985040;7999632;7999423;8014015
4672.682334073;4672.682350806;13;49269;49269;kworker/u64:2;16733;23447164;23463897;23460221;23476954
4672.682851634;4672.682868989;13;49269;49269;kworker/u64:2;17355;500828;518183;517561;534916
4672.683106432;4672.683118678;21;308;308;kworker/u65:0;12246;60298728;60310974;60328720;60340966
4672.682065739;4672.683137351;0;2376;2376;gnome-shell;1071612;32124838;33196450;32275130;33346742
4672.683153934;4672.683166379;13;49269;49269;kworker/u64:2;12445;284945;297390;302300;314745
4672.683157305;4672.683221959;9;3959;3959;Xwayland;64654;32304836;32369490;32315159;32379813
4672.683503047;4672.683656261;16;4140;4232;VizCompositorTh;153214;32128451;32281665;32196761;32349975
4672.683674512;4672.683737347;12;48165;48169;Chrome_ChildIOT;62835;10488242;10551077;10576504;10639339
4672.683679107;4672.683894857;6;48165;48171;Compositor;215750;32503077;32718827;32621011;32836761
4672.683848465;4672.683927496;12;48165;48167;ThreadPoolForeg;79031;31209818;31288849;45545354;45624385
4672.683905790;4672.683932825;6;48165;48171;Compositor;27035;10933;37968;226683;253718
4672.683868320;4672.683946253;14;4140;4230;Chrome_ChildIOT;77933;32625879;32703812;32667070;32745003
4672.683902468;4672.683976455;11;48165;48165;chromium;73987;10824303;10898290;10963520;11037507
4672.683998819;4672.684137913;16;4140;4232;VizCompositorTh;139094;342558;481652;495772;634866
4672.685079785;4672.685261810;11;48165;48165;chromium;182025;1103330;1285355;1177317;1359342
4672.685243923;4672.685335193;6;48165;48171;Compositor;91270;1311098;1402368;1338133;1429403
4672.685364961;4672.685432370;14;4140;4230;Chrome_ChildIOT;67409;1418708;1486117;1496641;1564050
4672.685487894;4672.685503199;20;49599;49599;kworker/20:1;15305;35732614;35747919;35743799;35759104
4672.685546958;4672.685592162;21;308;308;kworker/u65:0;45204;2428280;2473484;2440526;2485730
4672.685495420;4672.685668135;16;4140;4232;VizCompositorTh;172715;1357507;1530222;1496601;1669316
